S_N,Timestamp,Irradiation_W_m2
3321,676,2025-11-03 13:51:46.416906
3322,673,2025-11-03 13:51:47.446858
3323,675,2025-11-03 13:51:48.476806
3324,671,2025-11-03 13:51:49.506774
3325,673,2025-11-03 13:51:50.536912
3326,669,2025-11-03 13:51:51.566823
3327,671,2025-11-03 13:51:52.592548
3328,668,2025-11-03 13:51:53.622498
3329,667,2025-11-03 13:51:54.652451
3330,669,2025-11-03 13:51:55.682409
3331,665,2025-11-03 13:51:56.712386
3332,667,2025-11-03 13:51:57.742327
3333,663,2025-11-03 13:51:58.768026
3334,663,2025-11-03 13:51:59.797983
3335,660,2025-11-03 13:52:00.827944
3336,658,2025-11-03 13:52:04.857547
3337,654,2025-11-03 13:52:05.883179
3338,657,2025-11-03 13:52:06.913153
3339,654,2025-11-03 13:52:07.943257
3340,656,2025-11-03 13:52:08.973204
3341,655,2025-11-03 13:52:09.998952
3342,655,2025-11-03 13:52:11.028908
3343,656,2025-11-03 13:52:12.058863
3344,654,2025-11-03 13:52:13.088825
3345,656,2025-11-03 13:52:14.118783
3346,654,2025-11-03 13:52:15.148742
3347,659,2025-11-03 13:52:16.178710
3348,657,2025-11-03 13:52:17.208685
3349,659,2025-11-03 13:52:18.234396
3350,660,2025-11-03 13:52:19.260117
3351,658,2025-11-03 13:52:20.290074
3352,661,2025-11-03 13:52:21.320031
3353,659,2025-11-03 13:52:22.345761
3354,662,2025-11-03 13:52:23.371486
3355,660,2025-11-03 13:52:24.401430
3356,662,2025-11-03 13:52:25.431444
3357,661,2025-11-03 13:52:26.461390
3358,662,2025-11-03 13:52:27.491331
3359,662,2025-11-03 13:52:28.517050
3360,662,2025-11-03 13:52:29.547026
3361,666,2025-11-03 13:52:30.576993
3362,664,2025-11-03 13:52:31.606934
3363,668,2025-11-03 13:52:32.636885
3364,666,2025-11-03 13:52:33.666842
3365,669,2025-11-03 13:52:34.696786
3366,667,2025-11-03 13:52:35.722517
3367,669,2025-11-03 13:52:36.752499
3368,669,2025-11-03 13:52:37.782448
3369,668,2025-11-03 13:52:38.812438
3370,669,2025-11-03 13:52:39.842382
3371,667,2025-11-03 13:52:40.872348
3372,669,2025-11-03 13:52:41.902328
3373,666,2025-11-03 13:52:42.932288
3374,668,2025-11-03 13:52:43.958011
3375,667,2025-11-03 13:52:44.988005
3376,666,2025-11-03 13:52:46.017976
3377,666,2025-11-03 13:52:47.047930
3378,663,2025-11-03 13:52:48.077886
3379,664,2025-11-03 13:52:49.103616
3380,660,2025-11-03 13:52:50.129332
3381,662,2025-11-03 13:52:51.159282
3382,658,2025-11-03 13:52:52.189245
3383,658,2025-11-03 13:52:53.219199
3384,654,2025-11-03 13:52:54.249152
3385,654,2025-11-03 13:52:55.279106
3386,653,2025-11-03 13:52:56.309053
3387,651,2025-11-03 13:52:57.334778
3388,653,2025-11-03 13:52:58.364747
3389,649,2025-11-03 13:52:59.394720
3390,650,2025-11-03 13:53:00.424715
3391,647,2025-11-03 13:53:01.454679
3392,648,2025-11-03 13:53:02.480400
3393,647,2025-11-03 13:53:03.506120
3394,647,2025-11-03 13:53:04.536086
3395,647,2025-11-03 13:53:05.566077
3396,645,2025-11-03 13:53:06.591809
3397,646,2025-11-03 13:53:07.617534
3398,642,2025-11-03 13:53:08.647478
3399,645,2025-11-03 13:53:09.677438
3400,642,2025-11-03 13:53:10.707399
3401,645,2025-11-03 13:53:11.737343
3402,645,2025-11-03 13:53:12.767283
3403,642,2025-11-03 13:53:13.793015
3404,644,2025-11-03 13:53:14.822966
3405,641,2025-11-03 13:53:15.852992
3406,643,2025-11-03 13:53:16.882981
3407,640,2025-11-03 13:53:17.912947
3408,642,2025-11-03 13:53:18.942919
3409,639,2025-11-03 13:53:19.968632
3410,639,2025-11-03 13:53:20.994362
3411,638,2025-11-03 13:53:22.024324
3412,637,2025-11-03 13:53:23.054296
3413,637,2025-11-03 13:53:24.080017
3414,635,2025-11-03 13:53:25.105757
3415,636,2025-11-03 13:53:26.135747
3416,633,2025-11-03 13:53:27.165696
3417,634,2025-11-03 13:53:28.195630
3418,630,2025-11-03 13:53:29.225613
3419,630,2025-11-03 13:53:30.255563
3420,628,2025-11-03 13:53:31.281274
3421,625,2025-11-03 13:53:32.311225
3422,625,2025-11-03 13:53:33.341189
3423,621,2025-11-03 13:53:34.371133
3424,622,2025-11-03 13:53:35.401084
3425,618,2025-11-03 13:53:36.431026
3426,619,2025-11-03 13:53:37.461061
3427,615,2025-11-03 13:53:38.491009
3428,615,2025-11-03 13:53:39.521095
3429,612,2025-11-03 13:53:40.546816
3430,612,2025-11-03 13:53:41.576773
3431,613,2025-11-03 13:53:42.606724
3432,611,2025-11-03 13:53:43.636655
3433,613,2025-11-03 13:53:44.666589
3434,611,2025-11-03 13:53:45.696538
3435,612,2025-11-03 13:53:46.726475
3436,611,2025-11-03 13:53:47.756428
3437,611,2025-11-03 13:53:48.786360
3438,613,2025-11-03 13:53:49.816307
3439,612,2025-11-03 13:53:50.846260
3440,614,2025-11-03 13:53:51.876261
3441,612,2025-11-03 13:53:52.906218
3442,615,2025-11-03 13:53:53.936199
3443,614,2025-11-03 13:53:54.961907
3444,617,2025-11-03 13:53:55.991857
3445,616,2025-11-03 13:53:57.021813
3446,618,2025-11-03 13:53:58.051767
3447,618,2025-11-03 13:53:59.081739
3448,618,2025-11-03 13:54:00.111682
3449,619,2025-11-03 13:54:01.137412
3450,618,2025-11-03 13:54:02.163159
3451,620,2025-11-03 13:54:03.193088
3452,619,2025-11-03 13:54:04.223007
3453,622,2025-11-03 13:54:05.248731
3454,621,2025-11-03 13:54:06.274464
3455,623,2025-11-03 13:54:07.304404
3456,623,2025-11-03 13:54:08.334348
3457,623,2025-11-03 13:54:09.364300
3458,626,2025-11-03 13:54:10.394252
3459,624,2025-11-03 13:54:11.419966
3460,626,2025-11-03 13:54:12.445683
3461,623,2025-11-03 13:54:13.475640
3462,623,2025-11-03 13:54:14.505628
3463,622,2025-11-03 13:54:15.535575
3464,621,2025-11-03 13:54:16.561297
3465,620,2025-11-03 13:54:17.591249
3466,617,2025-11-03 13:54:18.621190
3467,618,2025-11-03 13:54:19.651132
3468,614,2025-11-03 13:54:20.681078
3469,613,2025-11-03 13:54:21.711026
3470,610,2025-11-03 13:54:22.740976
3471,609,2025-11-03 13:54:23.766691
3472,608,2025-11-03 13:54:24.796636
3473,606,2025-11-03 13:54:25.826585
3474,606,2025-11-03 13:54:26.856527
3475,600,2025-11-03 13:54:27.886484
3476,602,2025-11-03 13:54:28.916460
3477,597,2025-11-03 13:54:29.942205
3478,599,2025-11-03 13:54:30.967967
3479,595,2025-11-03 13:54:31.997908
3480,596,2025-11-03 13:54:33.027855
3481,593,2025-11-03 13:54:34.057802
3482,593,2025-11-03 13:54:35.087771
3483,593,2025-11-03 13:54:36.113504
3484,592,2025-11-03 13:54:37.143458
3485,594,2025-11-03 13:54:38.173390
3486,591,2025-11-03 13:54:39.203327
3487,592,2025-11-03 13:54:40.233271
3488,590,2025-11-03 13:54:41.258994
3489,590,2025-11-03 13:54:42.284727
3490,591,2025-11-03 13:54:43.314690
3491,589,2025-11-03 13:54:44.344646
3492,592,2025-11-03 13:54:45.374603
3493,589,2025-11-03 13:54:46.400326
3494,592,2025-11-03 13:54:47.426055
3495,590,2025-11-03 13:54:48.456010
3496,593,2025-11-03 13:54:49.485991
3497,592,2025-11-03 13:54:50.515960
3498,593,2025-11-03 13:54:51.545934
3499,594,2025-11-03 13:54:52.571637
3500,592,2025-11-03 13:54:53.601601
3501,593,2025-11-03 13:54:54.631549
3502,591,2025-11-03 13:54:55.661508
3503,594,2025-11-03 13:54:56.691451
3504,591,2025-11-03 13:54:57.721414
3505,594,2025-11-03 13:54:58.751357
3506,592,2025-11-03 13:54:59.781310
3507,593,2025-11-03 13:55:00.811256
3508,593,2025-11-03 13:55:01.841222
3509,592,2025-11-03 13:55:02.871094
3510,594,2025-11-03 13:55:03.900942
3511,592,2025-11-03 13:55:04.930846
3512,594,2025-11-03 13:55:05.960938
3513,592,2025-11-03 13:55:06.990914
3514,592,2025-11-03 13:55:08.020860
3515,591,2025-11-03 13:55:09.050805
3516,590,2025-11-03 13:55:10.080766
3517,591,2025-11-03 13:55:11.110738
3518,589,2025-11-03 13:55:12.140718
3519,590,2025-11-03 13:55:13.170646
3520,587,2025-11-03 13:55:14.200610
3521,588,2025-11-03 13:55:15.230682
3522,585,2025-11-03 13:55:16.260625
3523,586,2025-11-03 13:55:17.286337
3524,585,2025-11-03 13:55:18.316277
3525,583,2025-11-03 13:55:19.346218
3526,583,2025-11-03 13:55:20.376170
3527,579,2025-11-03 13:55:21.406129
3528,582,2025-11-03 13:55:22.436080
3529,578,2025-11-03 13:55:23.461793
3530,580,2025-11-03 13:55:24.491746
3531,576,2025-11-03 13:55:25.517484
3532,577,2025-11-03 13:55:26.547433
3533,574,2025-11-03 13:55:27.577375
3534,574,2025-11-03 13:55:28.607301
3535,575,2025-11-03 13:55:29.637254
3536,573,2025-11-03 13:55:30.667205
3537,576,2025-11-03 13:55:31.697137
3538,573,2025-11-03 13:55:32.727077
3539,576,2025-11-03 13:55:33.757037
3540,573,2025-11-03 13:55:34.786989
3541,574,2025-11-03 13:55:35.816939
3542,575,2025-11-03 13:55:36.846899
3543,574,2025-11-03 13:55:37.872623
3544,578,2025-11-03 13:55:38.898336
3545,576,2025-11-03 13:55:39.928294
3546,579,2025-11-03 13:55:40.958291
3547,577,2025-11-03 13:55:41.988256
3548,580,2025-11-03 13:55:43.018224
3549,580,2025-11-03 13:55:44.048152
3550,582,2025-11-03 13:55:45.078136
3551,582,2025-11-03 13:55:46.103864
3552,582,2025-11-03 13:55:47.133838
3553,585,2025-11-03 13:55:48.163802
3554,584,2025-11-03 13:55:49.193756
3555,587,2025-11-03 13:55:50.223780
3556,586,2025-11-03 13:55:51.253770
3557,589,2025-11-03 13:55:52.283718
3558,588,2025-11-03 13:55:53.309518
3559,589,2025-11-03 13:55:54.335249
3560,588,2025-11-03 13:55:55.365211
3561,588,2025-11-03 13:55:56.395150
3562,591,2025-11-03 13:55:57.420913
3563,589,2025-11-03 13:55:58.446624
3564,591,2025-11-03 13:55:59.476562
3565,588,2025-11-03 13:56:00.506517
3566,590,2025-11-03 13:56:01.532221
3567,588,2025-11-03 13:56:02.557934
3568,588,2025-11-03 13:56:03.587864
3569,590,2025-11-03 13:56:04.617809
3570,588,2025-11-03 13:56:05.647759
3571,590,2025-11-03 13:56:06.677706
3572,587,2025-11-03 13:56:07.707622
3573,590,2025-11-03 13:56:08.737580
3574,588,2025-11-03 13:56:09.763323
3575,589,2025-11-03 13:56:10.793247
3576,588,2025-11-03 13:56:11.823205
3577,586,2025-11-03 13:56:12.853110
3578,587,2025-11-03 13:56:13.883058
3579,584,2025-11-03 13:56:14.912998
3580,586,2025-11-03 13:56:15.938704
3581,583,2025-11-03 13:56:16.968635
3582,586,2025-11-03 13:56:17.998628
3583,584,2025-11-03 13:56:19.028557
3584,585,2025-11-03 13:56:20.058496
3585,585,2025-11-03 13:56:21.088434
3586,585,2025-11-03 13:56:22.118385
3587,586,2025-11-03 13:56:23.148308
3588,585,2025-11-03 13:56:24.178226
3589,587,2025-11-03 13:56:25.208138
3590,585,2025-11-03 13:56:26.238084
3591,589,2025-11-03 13:56:27.263785
3592,587,2025-11-03 13:56:28.293668
3593,591,2025-11-03 13:56:29.323586
3594,591,2025-11-03 13:56:30.353531
3595,594,2025-11-03 13:56:31.383453
3596,594,2025-11-03 13:56:32.409129
3597,592,2025-11-03 13:56:33.434795
3598,596,2025-11-03 13:56:34.464739
3599,594,2025-11-03 13:56:35.494688
3600,597,2025-11-03 13:56:36.524607
3601,597,2025-11-03 13:56:37.550328
3602,599,2025-11-03 13:56:38.580294
3603,599,2025-11-03 13:56:39.610238
3604,598,2025-11-03 13:56:40.640175
3605,600,2025-11-03 13:56:41.670136
3606,599,2025-11-03 13:56:42.695824
3607,602,2025-11-03 13:56:43.721516
3608,601,2025-11-03 13:56:44.751432
3609,605,2025-11-03 13:56:45.781381
3610,603,2025-11-03 13:56:46.807098
3611,605,2025-11-03 13:56:47.832794
3612,606,2025-11-03 13:56:48.862730
3613,606,2025-11-03 13:56:49.892712
3614,610,2025-11-03 13:56:50.922648
3615,609,2025-11-03 13:56:51.952592
3616,613,2025-11-03 13:56:52.978325
3617,611,2025-11-03 13:56:54.008285
3618,615,2025-11-03 13:56:55.038230
3619,614,2025-11-03 13:56:56.068134
3620,618,2025-11-03 13:56:57.098094
3621,618,2025-11-03 13:56:58.128047
3622,616,2025-11-03 13:56:59.153754
3623,621,2025-11-03 13:57:00.179451
3624,619,2025-11-03 13:57:01.209368
3625,625,2025-11-03 13:57:05.242839
3626,626,2025-11-03 13:57:06.272701
3627,628,2025-11-03 13:57:07.302609
3628,627,2025-11-03 13:57:08.328300
3629,630,2025-11-03 13:57:09.353993
3630,628,2025-11-03 13:57:10.383958
3631,633,2025-11-03 13:57:11.409652
3632,631,2025-11-03 13:57:12.435318
3633,633,2025-11-03 13:57:13.465220
3634,633,2025-11-03 13:57:14.495177
3635,634,2025-11-03 13:57:15.525133
3636,636,2025-11-03 13:57:16.550847
3637,636,2025-11-03 13:57:17.581246
3638,640,2025-11-03 13:57:18.607025
3639,638,2025-11-03 13:57:19.632761
3640,639,2025-11-03 13:57:20.662735
3641,639,2025-11-03 13:57:21.692706
3642,639,2025-11-03 13:57:22.722753
3643,640,2025-11-03 13:57:23.752716
3644,640,2025-11-03 13:57:24.782710
3645,643,2025-11-03 13:57:25.812703
3646,641,2025-11-03 13:57:26.838465
3647,644,2025-11-03 13:57:27.864226
3648,641,2025-11-03 13:57:28.894201
3649,644,2025-11-03 13:57:29.924240
3650,642,2025-11-03 13:57:30.954257
3651,643,2025-11-03 13:57:31.984264
3652,643,2025-11-03 13:57:33.010011
3653,642,2025-11-03 13:57:34.035835
3654,643,2025-11-03 13:57:35.065839
3655,640,2025-11-03 13:57:36.095818
3656,642,2025-11-03 13:57:37.125851
3657,640,2025-11-03 13:57:38.155859
3658,642,2025-11-03 13:57:39.185815
3659,640,2025-11-03 13:57:40.215854
3660,642,2025-11-03 13:57:41.245821
3661,641,2025-11-03 13:57:42.275817
3662,641,2025-11-03 13:57:43.305813
3663,643,2025-11-03 13:57:44.331551
3664,642,2025-11-03 13:57:45.361562
3665,645,2025-11-03 13:57:46.391527
3666,642,2025-11-03 13:57:47.421508
3667,643,2025-11-03 13:57:48.451465
3668,644,2025-11-03 13:57:49.481413
3669,644,2025-11-03 13:57:50.511418
3670,646,2025-11-03 13:57:51.537169
3671,645,2025-11-03 13:57:52.562979
3672,647,2025-11-03 13:57:53.592997
3673,645,2025-11-03 13:57:54.622981
3674,648,2025-11-03 13:57:55.652944
3675,646,2025-11-03 13:57:56.682910
3676,648,2025-11-03 13:57:57.713016
3677,648,2025-11-03 13:57:58.742986
3678,648,2025-11-03 13:57:59.768776
3679,648,2025-11-03 13:58:00.794541
3680,646,2025-11-03 13:58:01.824511
3681,648,2025-11-03 13:58:02.854492
3682,645,2025-11-03 13:58:03.884448
3683,648,2025-11-03 13:58:04.914406
3684,646,2025-11-03 13:58:05.944395
3685,648,2025-11-03 13:58:06.974440
3686,647,2025-11-03 13:58:08.000220
3687,648,2025-11-03 13:58:09.025998
3688,649,2025-11-03 13:58:10.055982
3689,648,2025-11-03 13:58:11.085964
3690,651,2025-11-03 13:58:12.115933
3691,649,2025-11-03 13:58:13.145914
3692,652,2025-11-03 13:58:14.175878
3693,649,2025-11-03 13:58:15.205955
3694,653,2025-11-03 13:58:16.231743
3695,652,2025-11-03 13:58:17.257512
3696,651,2025-11-03 13:58:18.287485
3697,654,2025-11-03 13:58:19.317443
3698,652,2025-11-03 13:58:20.347409
3699,655,2025-11-03 13:58:21.377369
3700,653,2025-11-03 13:58:22.407405
3701,657,2025-11-03 13:58:23.437405
3702,656,2025-11-03 13:58:24.463159
3703,659,2025-11-03 13:58:25.488918
3704,659,2025-11-03 13:58:26.518877
3705,657,2025-11-03 13:58:27.548876
3706,660,2025-11-03 13:58:28.578828
3707,657,2025-11-03 13:58:29.604609
3708,660,2025-11-03 13:58:30.630419
3709,659,2025-11-03 13:58:31.660380
3710,661,2025-11-03 13:58:32.690330
3711,660,2025-11-03 13:58:33.720282
3712,661,2025-11-03 13:58:34.750263
3713,661,2025-11-03 13:58:35.780221
3714,661,2025-11-03 13:58:36.810202
3715,664,2025-11-03 13:58:37.840285
3716,662,2025-11-03 13:58:38.866039
3717,666,2025-11-03 13:58:39.891778
3718,663,2025-11-03 13:58:40.921735
3719,667,2025-11-03 13:58:41.951717
3720,665,2025-11-03 13:58:42.981664
3721,668,2025-11-03 13:58:44.011633
3722,668,2025-11-03 13:58:45.037434
3723,666,2025-11-03 13:58:46.067415
3724,669,2025-11-03 13:58:47.093151
3725,666,2025-11-03 13:58:48.123108
3726,668,2025-11-03 13:58:49.153087
3727,666,2025-11-03 13:58:50.178950
3728,668,2025-11-03 13:58:51.208933
3729,668,2025-11-03 13:58:52.234733
3730,667,2025-11-03 13:58:53.264711
3731,668,2025-11-03 13:58:54.294689
3732,665,2025-11-03 13:58:55.324647
3733,667,2025-11-03 13:58:56.354605
3734,664,2025-11-03 13:58:57.384561
3735,666,2025-11-03 13:58:58.414549
3736,663,2025-11-03 13:58:59.440333
3737,664,2025-11-03 13:59:00.466132
3738,662,2025-11-03 13:59:01.496098
3739,662,2025-11-03 13:59:02.526095
3740,662,2025-11-03 13:59:03.556040
3741,660,2025-11-03 13:59:04.586002
3742,663,2025-11-03 13:59:05.611760
3743,660,2025-11-03 13:59:06.641760
3744,663,2025-11-03 13:59:07.667552
3745,660,2025-11-03 13:59:08.697518
3746,663,2025-11-03 13:59:09.727471
3747,662,2025-11-03 13:59:10.757436
3748,664,2025-11-03 13:59:11.787420
3749,664,2025-11-03 13:59:12.813163
3750,661,2025-11-03 13:59:13.838910
3751,664,2025-11-03 13:59:14.868906
3752,662,2025-11-03 13:59:15.898865
3753,665,2025-11-03 13:59:16.928839
3754,663,2025-11-03 13:59:17.958831
3755,665,2025-11-03 13:59:18.984610
3756,665,2025-11-03 13:59:20.014598
3757,664,2025-11-03 13:59:21.044604
3758,666,2025-11-03 13:59:22.070398
3759,664,2025-11-03 13:59:23.100413
3760,667,2025-11-03 13:59:24.130364
3761,665,2025-11-03 13:59:25.160347
3762,667,2025-11-03 13:59:26.190321
3763,665,2025-11-03 13:59:27.220327
3764,666,2025-11-03 13:59:28.250316
3765,666,2025-11-03 13:59:29.276066
3766,666,2025-11-03 13:59:30.301857
3767,668,2025-11-03 13:59:31.331839
3768,666,2025-11-03 13:59:32.361803
3769,668,2025-11-03 13:59:33.391754
3770,666,2025-11-03 13:59:34.421752
3771,667,2025-11-03 13:59:35.447533
3772,665,2025-11-03 13:59:36.473294
3773,666,2025-11-03 13:59:37.503286
3774,666,2025-11-03 13:59:38.533253
3775,665,2025-11-03 13:59:39.563211
3776,666,2025-11-03 13:59:40.593192
3777,662,2025-11-03 13:59:41.618980
3778,665,2025-11-03 13:59:42.644738
3779,663,2025-11-03 13:59:43.674696
3780,664,2025-11-03 13:59:44.704691
3781,664,2025-11-03 13:59:45.734650
3782,663,2025-11-03 13:59:46.764617
3783,665,2025-11-03 13:59:47.794606
3784,662,2025-11-03 13:59:48.820354
3785,664,2025-11-03 13:59:49.846111
3786,662,2025-11-03 13:59:50.876064
3787,665,2025-11-03 13:59:51.906019
3788,662,2025-11-03 13:59:52.936010
3789,664,2025-11-03 13:59:53.965982
3790,662,2025-11-03 13:59:54.996012
3791,663,2025-11-03 13:59:56.021773
3792,664,2025-11-03 13:59:57.047523
3793,663,2025-11-03 13:59:58.077474
3794,666,2025-11-03 13:59:59.107453
3795,663,2025-11-03 14:00:00.137450
3796,666,2025-11-03 14:00:01.163226
3797,663,2025-11-03 14:00:02.193128
3798,666,2025-11-03 14:00:03.222986
3799,665,2025-11-03 14:00:04.252853
3800,666,2025-11-03 14:00:05.282715
3801,666,2025-11-03 14:00:06.312605
3802,664,2025-11-03 14:00:07.338387
3803,665,2025-11-03 14:00:08.364093
3804,662,2025-11-03 14:00:09.394026
3805,665,2025-11-03 14:00:10.424007
3806,664,2025-11-03 14:00:11.449776
3807,664,2025-11-03 14:00:12.479759
3808,665,2025-11-03 14:00:13.505486
3809,664,2025-11-03 14:00:14.535474
3810,666,2025-11-03 14:00:15.565485
3811,663,2025-11-03 14:00:16.595439
3812,666,2025-11-03 14:00:17.625419
3813,663,2025-11-03 14:00:18.651193
3814,666,2025-11-03 14:00:19.676945
3815,663,2025-11-03 14:00:20.706919
3816,664,2025-11-03 14:00:21.736879
3817,663,2025-11-03 14:00:22.766892
3818,663,2025-11-03 14:00:23.796855
3819,664,2025-11-03 14:00:24.822611
3820,662,2025-11-03 14:00:25.852595
3821,665,2025-11-03 14:00:26.882614
3822,662,2025-11-03 14:00:27.912570
3823,665,2025-11-03 14:00:28.942519
3824,662,2025-11-03 14:00:29.972548
3825,664,2025-11-03 14:00:31.002521
3826,663,2025-11-03 14:00:32.032502
3827,662,2025-11-03 14:00:33.062471
3828,663,2025-11-03 14:00:34.092444
3829,661,2025-11-03 14:00:35.118198
3830,663,2025-11-03 14:00:36.148197
3831,660,2025-11-03 14:00:37.178204
3832,662,2025-11-03 14:00:38.208212
3833,661,2025-11-03 14:00:39.238180
3834,661,2025-11-03 14:00:40.268171
3835,662,2025-11-03 14:00:41.298160
3836,659,2025-11-03 14:00:42.328159
3837,661,2025-11-03 14:00:43.358122
3838,659,2025-11-03 14:00:44.388107
3839,661,2025-11-03 14:00:45.418087
3840,659,2025-11-03 14:00:46.443856
3841,661,2025-11-03 14:00:47.473821
3842,660,2025-11-03 14:00:48.499562
3843,660,2025-11-03 14:00:49.529583
3844,662,2025-11-03 14:00:50.559550
3845,661,2025-11-03 14:00:51.589537
3846,665,2025-11-03 14:00:52.619521
3847,663,2025-11-03 14:00:53.645268
3848,666,2025-11-03 14:00:54.675276
3849,664,2025-11-03 14:00:55.701025
3850,667,2025-11-03 14:00:56.730994
3851,667,2025-11-03 14:00:57.760938
3852,669,2025-11-03 14:00:58.786698
3853,670,2025-11-03 14:00:59.816728
3854,670,2025-11-03 14:01:00.842492
3855,672,2025-11-03 14:01:01.872501
3856,670,2025-11-03 14:01:02.902523
3857,674,2025-11-03 14:01:03.932481
3858,672,2025-11-03 14:01:04.962449
3859,676,2025-11-03 14:01:05.992419
3860,677,2025-11-03 14:01:07.022453
3861,677,2025-11-03 14:01:08.048227
3862,679,2025-11-03 14:01:09.073975
3863,678,2025-11-03 14:01:10.103933
3864,682,2025-11-03 14:01:11.133937
3865,681,2025-11-03 14:01:12.163901
3866,685,2025-11-03 14:01:13.193856
3867,684,2025-11-03 14:01:14.223862
3868,686,2025-11-03 14:01:15.253894
3869,687,2025-11-03 14:01:16.279640
3870,687,2025-11-03 14:01:17.305441
3871,690,2025-11-03 14:01:18.335406
3872,688,2025-11-03 14:01:19.365361
3873,692,2025-11-03 14:01:20.395324
3874,690,2025-11-03 14:01:21.425350
3875,693,2025-11-03 14:01:22.455333
3876,692,2025-11-03 14:01:23.481087
3877,695,2025-11-03 14:01:24.506808
3878,695,2025-11-03 14:01:25.536777
3879,696,2025-11-03 14:01:26.566748
3880,697,2025-11-03 14:01:27.596822
3881,696,2025-11-03 14:01:28.626791
3882,698,2025-11-03 14:01:29.656826
3883,696,2025-11-03 14:01:30.682592
3884,699,2025-11-03 14:01:31.708342
3885,697,2025-11-03 14:01:32.738342
3886,699,2025-11-03 14:01:33.768387
3887,698,2025-11-03 14:01:34.798355
3888,699,2025-11-03 14:01:35.828360
3889,702,2025-11-03 14:01:36.858359
3890,699,2025-11-03 14:01:37.888370
3891,702,2025-11-03 14:01:38.918358
3892,699,2025-11-03 14:01:39.944112
3893,702,2025-11-03 14:01:40.969867
3894,701,2025-11-03 14:01:41.999842
3895,701,2025-11-03 14:01:43.029813
3896,703,2025-11-03 14:01:44.059835
3897,702,2025-11-03 14:01:45.089793
3898,706,2025-11-03 14:01:46.115556
3899,704,2025-11-03 14:01:47.145595
3900,708,2025-11-03 14:01:48.171345
3901,705,2025-11-03 14:01:49.201304
3902,709,2025-11-03 14:01:50.231262
3903,708,2025-11-03 14:01:51.261233
3904,710,2025-11-03 14:01:52.291255
3905,711,2025-11-03 14:01:53.321239
3906,710,2025-11-03 14:01:54.351209
3907,712,2025-11-03 14:01:55.376980
3908,711,2025-11-03 14:01:56.406940
3909,714,2025-11-03 14:01:57.436912
3910,712,2025-11-03 14:01:58.466870
3911,715,2025-11-03 14:01:59.496930
3912,713,2025-11-03 14:02:00.526903
3913,718,2025-11-03 14:02:04.561178
3914,716,2025-11-03 14:02:05.591049
3915,718,2025-11-03 14:02:06.621112
3916,716,2025-11-03 14:02:07.651071
3917,717,2025-11-03 14:02:08.676823
3918,717,2025-11-03 14:02:09.702626
3919,717,2025-11-03 14:02:10.732624
3920,720,2025-11-03 14:02:11.762607
3921,717,2025-11-03 14:02:12.792578
3922,721,2025-11-03 14:02:13.822548
3923,719,2025-11-03 14:02:14.852510
3924,722,2025-11-03 14:02:15.878304
3925,720,2025-11-03 14:02:16.904098
3926,724,2025-11-03 14:02:17.934056
3927,724,2025-11-03 14:02:18.964024
3928,726,2025-11-03 14:02:19.994015
3929,727,2025-11-03 14:02:21.023984
3930,726,2025-11-03 14:02:22.053961
3931,729,2025-11-03 14:02:23.083977
3932,727,2025-11-03 14:02:24.109755
3933,731,2025-11-03 14:02:25.135488
3934,731,2025-11-03 14:02:26.165445
3935,732,2025-11-03 14:02:27.195418
3936,734,2025-11-03 14:02:28.225374
3937,734,2025-11-03 14:02:29.251125
3938,738,2025-11-03 14:02:30.276884
3939,736,2025-11-03 14:02:31.306861
3940,740,2025-11-03 14:02:32.336877
3941,738,2025-11-03 14:02:33.366862
3942,741,2025-11-03 14:02:34.396836
3943,741,2025-11-03 14:02:35.426816
3944,741,2025-11-03 14:02:36.452587
3945,744,2025-11-03 14:02:37.478339
3946,743,2025-11-03 14:02:38.508300
3947,746,2025-11-03 14:02:39.538323
3948,743,2025-11-03 14:02:40.568291
3949,747,2025-11-03 14:02:41.598254
3950,745,2025-11-03 14:02:42.628276
3951,749,2025-11-03 14:02:43.658239
3952,748,2025-11-03 14:02:44.683988
3953,750,2025-11-03 14:02:45.709743
3954,750,2025-11-03 14:02:46.739748
3955,749,2025-11-03 14:02:47.769705
3956,751,2025-11-03 14:02:48.799696
3957,747,2025-11-03 14:02:49.829679
3958,750,2025-11-03 14:02:50.855440
3959,747,2025-11-03 14:02:51.881256
3960,751,2025-11-03 14:02:52.911551
3961,752,2025-11-03 14:02:53.941547
3962,751,2025-11-03 14:02:54.967355
3963,753,2025-11-03 14:02:55.997335
3964,751,2025-11-03 14:02:57.027362
3965,754,2025-11-03 14:02:58.057326
3966,752,2025-11-03 14:02:59.087304
3967,755,2025-11-03 14:03:00.117296
3968,754,2025-11-03 14:03:01.147259
3969,756,2025-11-03 14:03:02.177307
3970,756,2025-11-03 14:03:03.203068
3971,756,2025-11-03 14:03:04.228821
3972,759,2025-11-03 14:03:05.258947
3973,757,2025-11-03 14:03:06.288910
3974,762,2025-11-03 14:03:07.318888
3975,759,2025-11-03 14:03:08.348848
3976,763,2025-11-03 14:03:09.378853
3977,761,2025-11-03 14:03:10.408929
3978,765,2025-11-03 14:03:11.438954
3979,764,2025-11-03 14:03:12.468942
3980,765,2025-11-03 14:03:13.498909
3981,766,2025-11-03 14:03:14.528909
3982,765,2025-11-03 14:03:15.554703
3983,767,2025-11-03 14:03:16.580423
3984,765,2025-11-03 14:03:17.610431
3985,769,2025-11-03 14:03:18.640373
