S_N,Timestamp,Irradiation_W_m2
27031,0,2025-11-03 20:42:36.941538
27032,0,2025-11-03 20:42:37.971355
27033,0,2025-11-03 20:42:39.001187
27034,0,2025-11-03 20:42:40.031121
27035,0,2025-11-03 20:42:41.061019
27036,0,2025-11-03 20:42:42.090862
27037,0,2025-11-03 20:42:43.120680
27038,0,2025-11-03 20:42:44.150608
27039,0,2025-11-03 20:42:45.180442
27040,0,2025-11-03 20:42:46.210264
27041,0,2025-11-03 20:42:47.240129
27042,0,2025-11-03 20:42:48.270064
27043,0,2025-11-03 20:42:49.295691
27044,0,2025-11-03 20:42:50.325509
27045,0,2025-11-03 20:42:51.355326
27046,0,2025-11-03 20:42:52.385262
27047,0,2025-11-03 20:42:53.415146
27048,0,2025-11-03 20:42:54.445008
27049,0,2025-11-03 20:42:55.474935
27050,0,2025-11-03 20:42:56.504800
27051,0,2025-11-03 20:42:57.534621
27052,0,2025-11-03 20:42:58.564442
27053,0,2025-11-03 20:42:59.594391
27054,0,2025-11-03 20:43:00.624222
27055,0,2025-11-03 20:43:01.654053
27056,0,2025-11-03 20:43:02.679642
27057,0,2025-11-03 20:43:03.709582
27058,0,2025-11-03 20:43:04.739447
27059,0,2025-11-03 20:43:05.769296
27060,0,2025-11-03 20:43:06.799120
27061,0,2025-11-03 20:43:07.829070
27062,0,2025-11-03 20:43:08.858949
27063,0,2025-11-03 20:43:09.888801
27064,0,2025-11-03 20:43:10.918652
27065,0,2025-11-03 20:43:11.948583
27066,0,2025-11-03 20:43:12.974222
27067,0,2025-11-03 20:43:14.004161
27068,0,2025-11-03 20:43:15.034114
27069,0,2025-11-03 20:43:16.064057
27070,0,2025-11-03 20:43:17.093952
27071,0,2025-11-03 20:43:18.123781
27072,0,2025-11-03 20:43:19.149366
27073,0,2025-11-03 20:43:20.179296
27074,0,2025-11-03 20:43:21.204906
27075,0,2025-11-03 20:43:22.234729
27076,0,2025-11-03 20:43:23.264573
27077,0,2025-11-03 20:43:24.294559
27078,0,2025-11-03 20:43:25.324445
27079,0,2025-11-03 20:43:26.354267
27080,0,2025-11-03 20:43:27.379860
27081,0,2025-11-03 20:43:28.409797
27082,0,2025-11-03 20:43:29.435435
27083,0,2025-11-03 20:43:30.461052
27084,0,2025-11-03 20:43:31.490871
27085,0,2025-11-03 20:43:32.516570
27086,0,2025-11-03 20:43:33.546406
27087,0,2025-11-03 20:43:34.576231
27088,0,2025-11-03 20:43:35.606151
27089,0,2025-11-03 20:43:36.636013
27090,0,2025-11-03 20:43:37.665824
27091,0,2025-11-03 20:43:38.695638
27092,0,2025-11-03 20:43:39.725579
27093,0,2025-11-03 20:43:40.755434
27094,0,2025-11-03 20:43:41.781043
27095,0,2025-11-03 20:43:42.810888
27096,0,2025-11-03 20:43:43.840822
27097,0,2025-11-03 20:43:44.870688
27098,0,2025-11-03 20:43:45.900526
27099,0,2025-11-03 20:43:46.926123
27100,0,2025-11-03 20:43:47.956061
27101,0,2025-11-03 20:43:48.985900
27102,0,2025-11-03 20:43:50.015731
27103,0,2025-11-03 20:43:51.041338
27104,0,2025-11-03 20:43:52.071272
27105,0,2025-11-03 20:43:53.096969
27106,0,2025-11-03 20:43:54.122569
27107,0,2025-11-03 20:43:55.152422
27108,0,2025-11-03 20:43:56.178125
27109,0,2025-11-03 20:43:57.203747
27110,0,2025-11-03 20:43:58.233587
27111,0,2025-11-03 20:43:59.259200
27112,0,2025-11-03 20:44:00.284911
27113,0,2025-11-03 20:44:01.314856
27114,0,2025-11-03 20:44:02.344738
27115,0,2025-11-03 20:44:03.374597
27116,0,2025-11-03 20:44:04.404537
27117,0,2025-11-03 20:44:05.430205
27118,0,2025-11-03 20:44:06.460083
27119,0,2025-11-03 20:44:07.485692
27120,0,2025-11-03 20:44:08.511406
27121,0,2025-11-03 20:44:09.541241
27122,0,2025-11-03 20:44:10.566852
27123,0,2025-11-03 20:44:11.596719
27124,0,2025-11-03 20:44:12.626659
27125,0,2025-11-03 20:44:13.656537
27126,0,2025-11-03 20:44:14.682138
27127,0,2025-11-03 20:44:15.707844
27128,0,2025-11-03 20:44:16.737752
27129,0,2025-11-03 20:44:17.763416
27130,0,2025-11-03 20:44:18.789062
27131,0,2025-11-03 20:44:19.819000
27132,0,2025-11-03 20:44:20.848895
27133,0,2025-11-03 20:44:21.878738
27134,0,2025-11-03 20:44:22.904335
27135,0,2025-11-03 20:44:23.934275
27136,0,2025-11-03 20:44:24.964159
27137,0,2025-11-03 20:44:25.994008
27138,0,2025-11-03 20:44:27.023824
27139,0,2025-11-03 20:44:28.053756
27140,0,2025-11-03 20:44:29.083614
27141,0,2025-11-03 20:44:30.113432
27142,0,2025-11-03 20:44:31.139012
27143,0,2025-11-03 20:44:32.168944
27144,0,2025-11-03 20:44:33.198795
27145,0,2025-11-03 20:44:34.228605
27146,0,2025-11-03 20:44:35.254189
27147,0,2025-11-03 20:44:36.284119
27148,0,2025-11-03 20:44:37.313960
27149,0,2025-11-03 20:44:38.339543
27150,0,2025-11-03 20:44:39.369377
27151,0,2025-11-03 20:44:40.399312
27152,0,2025-11-03 20:44:41.429185
27153,0,2025-11-03 20:44:42.459013
27154,0,2025-11-03 20:44:43.488827
27155,0,2025-11-03 20:44:44.518781
27156,0,2025-11-03 20:44:45.548624
27157,0,2025-11-03 20:44:46.578564
27158,0,2025-11-03 20:44:47.608508
27159,0,2025-11-03 20:44:48.638443
27160,0,2025-11-03 20:44:49.664078
27161,0,2025-11-03 20:44:50.693900
27162,0,2025-11-03 20:44:51.723729
27163,0,2025-11-03 20:44:52.749432
27164,0,2025-11-03 20:44:53.775086
27165,0,2025-11-03 20:44:54.804923
27166,0,2025-11-03 20:44:55.834858
27167,0,2025-11-03 20:44:56.860476
27168,0,2025-11-03 20:44:57.890310
27169,0,2025-11-03 20:44:58.920125
27170,0,2025-11-03 20:44:59.945840
27171,0,2025-11-03 20:45:00.971447
27172,0,2025-11-03 20:45:02.001395
27173,0,2025-11-03 20:45:03.027003
27174,0,2025-11-03 20:45:04.052717
27175,0,2025-11-03 20:45:05.082563
27176,0,2025-11-03 20:45:06.108276
27177,0,2025-11-03 20:45:07.133910
27178,0,2025-11-03 20:45:08.163850
27179,0,2025-11-03 20:45:09.193702
27180,0,2025-11-03 20:45:10.219296
27181,0,2025-11-03 20:45:11.249167
27182,0,2025-11-03 20:45:12.279108
27183,0,2025-11-03 20:45:13.308967
27184,0,2025-11-03 20:45:14.338776
27185,0,2025-11-03 20:45:15.368589
27186,0,2025-11-03 20:45:16.398535
27187,0,2025-11-03 20:45:17.428432
27188,0,2025-11-03 20:45:18.458279
27189,0,2025-11-03 20:45:19.488093
27190,0,2025-11-03 20:45:20.513795
27191,0,2025-11-03 20:45:21.543633
27192,0,2025-11-03 20:45:22.573436
27193,0,2025-11-03 20:45:23.599069
27194,0,2025-11-03 20:45:24.629014
27195,0,2025-11-03 20:45:25.658850
27196,0,2025-11-03 20:45:26.684432
27197,0,2025-11-03 20:45:27.710011
27198,0,2025-11-03 20:45:28.739967
27199,0,2025-11-03 20:45:29.765624
27200,0,2025-11-03 20:45:30.791215
27201,0,2025-11-03 20:45:31.821029
27202,0,2025-11-03 20:45:32.846726
27203,0,2025-11-03 20:45:33.876568
27204,0,2025-11-03 20:45:34.906415
27205,0,2025-11-03 20:45:35.936412
27206,0,2025-11-03 20:45:36.966268
27207,0,2025-11-03 20:45:37.996086
27208,0,2025-11-03 20:45:39.025913
27209,0,2025-11-03 20:45:40.055861
27210,0,2025-11-03 20:45:41.085757
27211,0,2025-11-03 20:45:42.115580
27212,0,2025-11-03 20:45:43.145396
27213,0,2025-11-03 20:45:44.171111
27214,0,2025-11-03 20:45:45.200964
27215,0,2025-11-03 20:45:46.230774
27216,0,2025-11-03 20:45:47.256420
27217,0,2025-11-03 20:45:48.286351
27218,0,2025-11-03 20:45:49.316198
27219,0,2025-11-03 20:45:50.341782
27220,0,2025-11-03 20:45:51.371601
27221,0,2025-11-03 20:45:52.401531
27222,0,2025-11-03 20:45:53.431433
27223,0,2025-11-03 20:45:54.457036
27224,0,2025-11-03 20:45:55.482626
27225,0,2025-11-03 20:45:56.512557
27226,0,2025-11-03 20:45:57.538168
27227,0,2025-11-03 20:45:58.567989
27228,0,2025-11-03 20:45:59.597880
27229,0,2025-11-03 20:46:00.627831
27230,0,2025-11-03 20:46:01.657772
27231,0,2025-11-03 20:46:02.687605
27232,0,2025-11-03 20:46:03.717440
27233,0,2025-11-03 20:46:04.747375
27234,0,2025-11-03 20:46:05.777304
27235,0,2025-11-03 20:46:06.807135
27236,0,2025-11-03 20:46:07.836947
27237,0,2025-11-03 20:46:08.866893
27238,0,2025-11-03 20:46:09.892531
27239,0,2025-11-03 20:46:10.922356
27240,0,2025-11-03 20:46:11.952243
27241,0,2025-11-03 20:46:12.977950
27242,0,2025-11-03 20:46:14.007796
27243,0,2025-11-03 20:46:15.037633
27244,0,2025-11-03 20:46:16.067598
27245,0,2025-11-03 20:46:17.093266
27246,0,2025-11-03 20:46:18.123091
27247,0,2025-11-03 20:46:19.152910
27248,0,2025-11-03 20:46:20.182837
27249,0,2025-11-03 20:46:21.212680
27250,0,2025-11-03 20:46:22.238283
27251,0,2025-11-03 20:46:23.268156
27252,0,2025-11-03 20:46:24.293867
27253,0,2025-11-03 20:46:25.319496
27254,0,2025-11-03 20:46:26.349309
27255,0,2025-11-03 20:46:27.379119
27256,0,2025-11-03 20:46:28.409063
27257,0,2025-11-03 20:46:29.434690
27258,0,2025-11-03 20:46:30.464523
27259,0,2025-11-03 20:46:31.490109
27260,0,2025-11-03 20:46:32.520053
27261,0,2025-11-03 20:46:33.550006
27262,0,2025-11-03 20:46:34.579869
27263,0,2025-11-03 20:46:35.609750
27264,0,2025-11-03 20:46:36.635461
27265,0,2025-11-03 20:46:37.665313
27266,0,2025-11-03 20:46:38.695137
27267,0,2025-11-03 20:46:39.725000
27268,0,2025-11-03 20:46:40.754938
27269,0,2025-11-03 20:46:41.784834
27270,0,2025-11-03 20:46:42.810460
27271,0,2025-11-03 20:46:43.840286
27272,0,2025-11-03 20:46:44.865994
27273,0,2025-11-03 20:46:45.891611
27274,0,2025-11-03 20:46:46.921428
27275,0,2025-11-03 20:46:47.951289
27276,0,2025-11-03 20:46:48.981226
27277,0,2025-11-03 20:46:50.006858
27278,0,2025-11-03 20:46:51.036693
27279,0,2025-11-03 20:46:52.062279
27280,0,2025-11-03 20:46:53.092219
27281,0,2025-11-03 20:46:54.122053
27282,0,2025-11-03 20:46:55.151874
27283,0,2025-11-03 20:46:56.181805
27284,0,2025-11-03 20:46:57.211664
27285,0,2025-11-03 20:46:58.241486
27286,0,2025-11-03 20:46:59.271335
27287,0,2025-11-03 20:47:00.301271
27288,0,2025-11-03 20:47:04.334507
27289,0,2025-11-03 20:47:05.364314
27290,0,2025-11-03 20:47:06.394147
27291,0,2025-11-03 20:47:07.423964
27292,0,2025-11-03 20:47:08.453905
27293,0,2025-11-03 20:47:09.483755
27294,0,2025-11-03 20:47:10.513569
27295,0,2025-11-03 20:47:11.543462
27296,0,2025-11-03 20:47:12.569165
27297,0,2025-11-03 20:47:13.598995
27298,0,2025-11-03 20:47:14.624580
27299,0,2025-11-03 20:47:15.654406
27300,0,2025-11-03 20:47:16.684344
27301,0,2025-11-03 20:47:17.714230
27302,0,2025-11-03 20:47:18.739816
27303,0,2025-11-03 20:47:19.769763
27304,0,2025-11-03 20:47:20.799717
27305,0,2025-11-03 20:47:21.829572
27306,0,2025-11-03 20:47:22.859397
27307,0,2025-11-03 20:47:23.885034
27308,0,2025-11-03 20:47:24.914974
27309,0,2025-11-03 20:47:25.944828
27310,0,2025-11-03 20:47:26.970437
27311,0,2025-11-03 20:47:27.996086
27312,0,2025-11-03 20:47:29.026013
27313,0,2025-11-03 20:47:30.051671
27314,0,2025-11-03 20:47:31.077268
27315,0,2025-11-03 20:47:32.107083
27316,0,2025-11-03 20:47:33.132775
27317,0,2025-11-03 20:47:34.162597
27318,0,2025-11-03 20:47:35.192482
27319,0,2025-11-03 20:47:36.222314
27320,0,2025-11-03 20:47:37.248011
27321,0,2025-11-03 20:47:38.273627
27322,0,2025-11-03 20:47:39.303445
27323,0,2025-11-03 20:47:40.329133
27324,0,2025-11-03 20:47:41.354809
27325,0,2025-11-03 20:47:42.384643
27326,0,2025-11-03 20:47:43.414459
27327,0,2025-11-03 20:47:44.440165
27328,0,2025-11-03 20:47:45.470010
27329,0,2025-11-03 20:47:46.495600
27330,0,2025-11-03 20:47:47.521239
27331,0,2025-11-03 20:47:48.551179
27332,0,2025-11-03 20:47:49.581023
27333,0,2025-11-03 20:47:50.610835
27334,0,2025-11-03 20:47:51.640664
27335,0,2025-11-03 20:47:52.670608
27336,0,2025-11-03 20:47:53.700456
27337,0,2025-11-03 20:47:54.730265
27338,0,2025-11-03 20:47:55.760076
27339,0,2025-11-03 20:47:56.785778
27340,0,2025-11-03 20:47:57.815612
27341,0,2025-11-03 20:47:58.841191
27342,0,2025-11-03 20:47:59.871065
27343,0,2025-11-03 20:48:00.901038
27344,0,2025-11-03 20:48:01.930899
27345,0,2025-11-03 20:48:02.960711
27346,0,2025-11-03 20:48:03.986300
27347,0,2025-11-03 20:48:05.016235
27348,0,2025-11-03 20:48:06.046139
27349,0,2025-11-03 20:48:07.075975
27350,0,2025-11-03 20:48:08.105777
27351,0,2025-11-03 20:48:09.131481
27352,0,2025-11-03 20:48:10.161321
27353,0,2025-11-03 20:48:11.186964
27354,0,2025-11-03 20:48:12.212566
27355,0,2025-11-03 20:48:13.242495
27356,0,2025-11-03 20:48:14.272322
27357,0,2025-11-03 20:48:15.302139
27358,0,2025-11-03 20:48:16.331952
27359,0,2025-11-03 20:48:17.361896
27360,0,2025-11-03 20:48:18.391737
27361,0,2025-11-03 20:48:19.417338
27362,0,2025-11-03 20:48:20.443094
27363,0,2025-11-03 20:48:21.472970
27364,0,2025-11-03 20:48:22.498562
27365,0,2025-11-03 20:48:23.524212
27366,0,2025-11-03 20:48:24.554154
27367,0,2025-11-03 20:48:25.579769
27368,0,2025-11-03 20:48:26.605495
27369,0,2025-11-03 20:48:27.635449
27370,0,2025-11-03 20:48:28.665400
27371,0,2025-11-03 20:48:29.695322
27372,0,2025-11-03 20:48:30.720925
27373,0,2025-11-03 20:48:31.750751
27374,0,2025-11-03 20:48:32.780691
27375,0,2025-11-03 20:48:33.810550
27376,0,2025-11-03 20:48:34.840369
27377,0,2025-11-03 20:48:35.870240
27378,0,2025-11-03 20:48:36.900183
27379,0,2025-11-03 20:48:37.930038
27380,0,2025-11-03 20:48:38.959847
27381,0,2025-11-03 20:48:39.985469
27382,0,2025-11-03 20:48:41.015405
27383,0,2025-11-03 20:48:42.045312
27384,0,2025-11-03 20:48:43.075171
27385,0,2025-11-03 20:48:44.100748
27386,0,2025-11-03 20:48:45.126465
27387,0,2025-11-03 20:48:46.156288
27388,0,2025-11-03 20:48:47.186163
27389,0,2025-11-03 20:48:48.211758
27390,0,2025-11-03 20:48:49.241695
27391,0,2025-11-03 20:48:50.271520
27392,0,2025-11-03 20:48:51.297101
27393,0,2025-11-03 20:48:52.326914
27394,0,2025-11-03 20:48:53.356849
27395,0,2025-11-03 20:48:54.386699
27396,0,2025-11-03 20:48:55.416519
27397,0,2025-11-03 20:48:56.442097
27398,0,2025-11-03 20:48:57.472025
27399,0,2025-11-03 20:48:58.501860
27400,0,2025-11-03 20:48:59.531736
27401,0,2025-11-03 20:49:00.557480
27402,0,2025-11-03 20:49:01.587365
27403,0,2025-11-03 20:49:02.617189
27404,0,2025-11-03 20:49:03.647008
27405,0,2025-11-03 20:49:04.672711
27406,0,2025-11-03 20:49:05.702677
27407,0,2025-11-03 20:49:06.732627
27408,0,2025-11-03 20:49:07.762492
27409,0,2025-11-03 20:49:08.792429
27410,0,2025-11-03 20:49:09.818053
27411,0,2025-11-03 20:49:10.847867
27412,0,2025-11-03 20:49:11.877737
27413,0,2025-11-03 20:49:12.907675
27414,0,2025-11-03 20:49:13.933295
27415,0,2025-11-03 20:49:14.963124
27416,0,2025-11-03 20:49:15.988716
27417,0,2025-11-03 20:49:17.014426
27418,0,2025-11-03 20:49:18.044333
27419,0,2025-11-03 20:49:19.074195
27420,0,2025-11-03 20:49:20.099778
27421,0,2025-11-03 20:49:21.129702
27422,0,2025-11-03 20:49:22.159543
27423,0,2025-11-03 20:49:23.189372
27424,0,2025-11-03 20:49:24.219177
27425,0,2025-11-03 20:49:25.249108
27426,0,2025-11-03 20:49:26.278955
27427,0,2025-11-03 20:49:27.308783
27428,0,2025-11-03 20:49:28.334365
27429,0,2025-11-03 20:49:29.360063
27430,0,2025-11-03 20:49:30.389911
27431,0,2025-11-03 20:49:31.419733
27432,0,2025-11-03 20:49:32.449551
27433,0,2025-11-03 20:49:33.475255
27434,0,2025-11-03 20:49:34.505108
27435,0,2025-11-03 20:49:35.530727
27436,0,2025-11-03 20:49:36.560545
27437,0,2025-11-03 20:49:37.590479
27438,0,2025-11-03 20:49:38.620318
27439,0,2025-11-03 20:49:39.650152
27440,0,2025-11-03 20:49:40.680115
27441,0,2025-11-03 20:49:41.705796
27442,0,2025-11-03 20:49:42.735641
27443,0,2025-11-03 20:49:43.761232
27444,0,2025-11-03 20:49:44.786945
27445,0,2025-11-03 20:49:45.816811
27446,0,2025-11-03 20:49:46.842419
27447,0,2025-11-03 20:49:47.868069
27448,0,2025-11-03 20:49:48.898016
27449,0,2025-11-03 20:49:49.927894
27450,0,2025-11-03 20:49:50.957723
27451,0,2025-11-03 20:49:51.983338
27452,0,2025-11-03 20:49:53.013302
27453,0,2025-11-03 20:49:54.043179
27454,0,2025-11-03 20:49:55.073042
27455,0,2025-11-03 20:49:56.102853
27456,0,2025-11-03 20:49:57.132787
27457,0,2025-11-03 20:49:58.162645
27458,0,2025-11-03 20:49:59.192516
27459,0,2025-11-03 20:50:00.222348
27460,0,2025-11-03 20:50:01.252289
27461,0,2025-11-03 20:50:02.282145
27462,0,2025-11-03 20:50:03.311915
27463,0,2025-11-03 20:50:04.341651
27464,0,2025-11-03 20:50:05.367269
27465,0,2025-11-03 20:50:06.397125
27466,0,2025-11-03 20:50:07.426995
27467,0,2025-11-03 20:50:08.452598
27468,0,2025-11-03 20:50:09.478308
27469,0,2025-11-03 20:50:10.508158
27470,0,2025-11-03 20:50:11.533822
27471,0,2025-11-03 20:50:12.563660
27472,0,2025-11-03 20:50:13.593605
27473,0,2025-11-03 20:50:14.623465
27474,0,2025-11-03 20:50:15.649073
27475,0,2025-11-03 20:50:16.674653
27476,0,2025-11-03 20:50:17.704591
27477,0,2025-11-03 20:50:18.734432
27478,0,2025-11-03 20:50:19.760025
27479,0,2025-11-03 20:50:20.790275
27480,0,2025-11-03 20:50:21.820165
27481,0,2025-11-03 20:50:22.849994
27482,0,2025-11-03 20:50:23.879873
27483,0,2025-11-03 20:50:24.909809
27484,0,2025-11-03 20:50:25.935454
27485,0,2025-11-03 20:50:26.965285
27486,0,2025-11-03 20:50:27.995143
27487,0,2025-11-03 20:50:29.020849
27488,0,2025-11-03 20:50:30.046535
27489,0,2025-11-03 20:50:31.076373
27490,0,2025-11-03 20:50:32.101970
27491,0,2025-11-03 20:50:33.127682
27492,0,2025-11-03 20:50:34.157528
27493,0,2025-11-03 20:50:35.187360
27494,0,2025-11-03 20:50:36.213074
27495,0,2025-11-03 20:50:37.243027
27496,0,2025-11-03 20:50:38.272909
27497,0,2025-11-03 20:50:39.302787
27498,0,2025-11-03 20:50:40.332655
27499,0,2025-11-03 20:50:41.362597
27500,0,2025-11-03 20:50:42.388226
27501,0,2025-11-03 20:50:43.418063
27502,0,2025-11-03 20:50:44.443641
27503,0,2025-11-03 20:50:45.469343
27504,0,2025-11-03 20:50:46.499189
27505,0,2025-11-03 20:50:47.529039
27506,0,2025-11-03 20:50:48.558856
27507,0,2025-11-03 20:50:49.588790
27508,0,2025-11-03 20:50:50.618648
27509,0,2025-11-03 20:50:51.648472
27510,0,2025-11-03 20:50:52.678289
27511,0,2025-11-03 20:50:53.708221
27512,0,2025-11-03 20:50:54.733836
27513,0,2025-11-03 20:50:55.763663
27514,0,2025-11-03 20:50:56.789254
27515,0,2025-11-03 20:50:57.819178
27516,0,2025-11-03 20:50:58.849041
27517,0,2025-11-03 20:50:59.878910
27518,0,2025-11-03 20:51:00.908825
27519,0,2025-11-03 20:51:01.938776
27520,0,2025-11-03 20:51:02.964390
27521,0,2025-11-03 20:51:03.994246
27522,0,2025-11-03 20:51:05.024175
27523,0,2025-11-03 20:51:06.049794
27524,0,2025-11-03 20:51:07.079614
27525,0,2025-11-03 20:51:08.109428
27526,0,2025-11-03 20:51:09.139361
27527,0,2025-11-03 20:51:10.169208
27528,0,2025-11-03 20:51:11.194836
27529,0,2025-11-03 20:51:12.224659
27530,0,2025-11-03 20:51:13.250360
27531,0,2025-11-03 20:51:14.275985
27532,0,2025-11-03 20:51:15.305809
27533,0,2025-11-03 20:51:16.331391
27534,0,2025-11-03 20:51:17.357109
27535,0,2025-11-03 20:51:18.386958
27536,0,2025-11-03 20:51:19.412556
27537,0,2025-11-03 20:51:20.442369
27538,0,2025-11-03 20:51:21.472301
27539,0,2025-11-03 20:51:22.502158
27540,0,2025-11-03 20:51:23.532037
27541,0,2025-11-03 20:51:24.557643
27542,0,2025-11-03 20:51:25.587572
27543,0,2025-11-03 20:51:26.617435
27544,0,2025-11-03 20:51:27.647286
27545,0,2025-11-03 20:51:28.677167
27546,0,2025-11-03 20:51:29.707101
27547,0,2025-11-03 20:51:30.736944
27548,0,2025-11-03 20:51:31.766780
27549,0,2025-11-03 20:51:32.796622
27550,0,2025-11-03 20:51:33.822333
27551,0,2025-11-03 20:51:34.852187
27552,0,2025-11-03 20:51:35.882055
27553,0,2025-11-03 20:51:36.907651
27554,0,2025-11-03 20:51:37.933355
27555,0,2025-11-03 20:51:38.963209
27556,0,2025-11-03 20:51:39.993076
27557,0,2025-11-03 20:51:41.022897
27558,0,2025-11-03 20:51:42.048596
27559,0,2025-11-03 20:51:43.078443
27560,0,2025-11-03 20:51:44.104047
27561,0,2025-11-03 20:51:45.133990
27562,0,2025-11-03 20:51:46.163940
27563,0,2025-11-03 20:51:47.193891
27564,0,2025-11-03 20:51:48.223757
27565,0,2025-11-03 20:51:49.253699
27566,0,2025-11-03 20:51:50.283557
27567,0,2025-11-03 20:51:51.313376
27568,0,2025-11-03 20:51:52.343199
27569,0,2025-11-03 20:51:53.373134
27570,0,2025-11-03 20:51:54.402995
27571,0,2025-11-03 20:51:55.428598
27572,0,2025-11-03 20:51:56.458413
27573,0,2025-11-03 20:51:57.488344
27574,0,2025-11-03 20:51:58.518213
27575,0,2025-11-03 20:51:59.548092
27576,0,2025-11-03 20:52:00.573693
27577,0,2025-11-03 20:52:04.605885
27578,0,2025-11-03 20:52:05.635826
27579,0,2025-11-03 20:52:06.665686
27580,0,2025-11-03 20:52:07.695523
27581,0,2025-11-03 20:52:08.721121
27582,0,2025-11-03 20:52:09.751056
27583,0,2025-11-03 20:52:10.780913
27584,0,2025-11-03 20:52:11.810782
27585,0,2025-11-03 20:52:12.840617
27586,0,2025-11-03 20:52:13.866330
27587,0,2025-11-03 20:52:14.896185
27588,0,2025-11-03 20:52:15.926010
27589,0,2025-11-03 20:52:16.955816
27590,0,2025-11-03 20:52:17.981525
27591,0,2025-11-03 20:52:19.011412
27592,0,2025-11-03 20:52:20.041245
27593,0,2025-11-03 20:52:21.071063
27594,0,2025-11-03 20:52:22.096776
27595,0,2025-11-03 20:52:23.126648
27596,0,2025-11-03 20:52:24.156484
27597,0,2025-11-03 20:52:25.186454
27598,0,2025-11-03 20:52:26.212107
27599,0,2025-11-03 20:52:27.241943
27600,0,2025-11-03 20:52:28.271762
27601,0,2025-11-03 20:52:29.301698
27602,0,2025-11-03 20:52:30.331557
27603,0,2025-11-03 20:52:31.357160
27604,0,2025-11-03 20:52:32.386972
27605,0,2025-11-03 20:52:33.412690
27606,0,2025-11-03 20:52:34.442555
27607,0,2025-11-03 20:52:35.472431
27608,0,2025-11-03 20:52:36.502266
27609,0,2025-11-03 20:52:37.532198
27610,0,2025-11-03 20:52:38.562049
27611,0,2025-11-03 20:52:39.587675
27612,0,2025-11-03 20:52:40.617504
27613,0,2025-11-03 20:52:41.647441
27614,0,2025-11-03 20:52:42.673067
27615,0,2025-11-03 20:52:43.702898
27616,0,2025-11-03 20:52:44.732731
27617,0,2025-11-03 20:52:45.762677
27618,0,2025-11-03 20:52:46.792544
27619,0,2025-11-03 20:52:47.822418
27620,0,2025-11-03 20:52:48.852259
27621,0,2025-11-03 20:52:49.882223
27622,0,2025-11-03 20:52:50.912179
27623,0,2025-11-03 20:52:51.942137
27624,0,2025-11-03 20:52:52.967788
27625,0,2025-11-03 20:52:53.993530
27626,0,2025-11-03 20:52:55.023386
27627,0,2025-11-03 20:52:56.048993
27628,0,2025-11-03 20:52:57.074599
27629,0,2025-11-03 20:52:58.104538
27630,0,2025-11-03 20:52:59.134450
27631,0,2025-11-03 20:53:00.164297
27632,0,2025-11-03 20:53:01.194165
27633,0,2025-11-03 20:53:02.224108
27634,0,2025-11-03 20:53:03.253950
27635,0,2025-11-03 20:53:04.283762
27636,0,2025-11-03 20:53:05.313982
27637,0,2025-11-03 20:53:06.339651
27638,0,2025-11-03 20:53:07.365280
27639,0,2025-11-03 20:53:08.395112
27640,0,2025-11-03 20:53:09.420863
27641,0,2025-11-03 20:53:10.446550
27642,0,2025-11-03 20:53:11.476414
27643,0,2025-11-03 20:53:12.506233
27644,0,2025-11-03 20:53:13.536216
27645,0,2025-11-03 20:53:14.566115
27646,0,2025-11-03 20:53:15.591744
27647,0,2025-11-03 20:53:16.621573
27648,0,2025-11-03 20:53:17.651536
27649,0,2025-11-03 20:53:18.677122
27650,0,2025-11-03 20:53:19.706920
27651,0,2025-11-03 20:53:20.736719
27652,0,2025-11-03 20:53:21.766679
27653,0,2025-11-03 20:53:22.796544
27654,0,2025-11-03 20:53:23.826381
27655,0,2025-11-03 20:53:24.856187
27656,0,2025-11-03 20:53:25.886121
27657,0,2025-11-03 20:53:26.911720
27658,0,2025-11-03 20:53:27.937287
27659,0,2025-11-03 20:53:28.967061
27660,0,2025-11-03 20:53:29.992785
27661,0,2025-11-03 20:53:31.022638
27662,0,2025-11-03 20:53:32.052444
27663,0,2025-11-03 20:53:33.078003
27664,0,2025-11-03 20:53:34.103713
27665,0,2025-11-03 20:53:35.133574
27666,0,2025-11-03 20:53:36.163409
27667,0,2025-11-03 20:53:37.193218
27668,0,2025-11-03 20:53:38.223156
27669,0,2025-11-03 20:53:39.252977
27670,0,2025-11-03 20:53:40.282766
27671,0,2025-11-03 20:53:41.308391
27672,0,2025-11-03 20:53:42.338356
27673,0,2025-11-03 20:53:43.368315
27674,0,2025-11-03 20:53:44.398204
27675,0,2025-11-03 20:53:45.428178
27676,0,2025-11-03 20:53:46.453890
27677,0,2025-11-03 20:53:47.479567
27678,0,2025-11-03 20:53:48.509414
27679,0,2025-11-03 20:53:49.539344
27680,0,2025-11-03 20:53:50.569265
27681,0,2025-11-03 20:53:51.599110
27682,0,2025-11-03 20:53:52.628933
27683,0,2025-11-03 20:53:53.658873
27684,0,2025-11-03 20:53:54.688718
27685,0,2025-11-03 20:53:55.718566
27686,0,2025-11-03 20:53:56.748389
27687,0,2025-11-03 20:53:57.778323
27688,0,2025-11-03 20:53:58.808182
27689,0,2025-11-03 20:53:59.838042
27690,0,2025-11-03 20:54:00.867903
27691,0,2025-11-03 20:54:01.897867
27692,0,2025-11-03 20:54:02.927721
27693,0,2025-11-03 20:54:03.953325
27694,0,2025-11-03 20:54:04.983136
27695,0,2025-11-03 20:54:06.008866
